DepMap_ID,cell_line,COSMIC_ID,Biological_sex,Age,Lineage,Y_ploidy,X_ploidy,Genotype,Y-linked_genes,X-linked_genes,Chr_Y_gene_expression_PC1,Chr_X,Chr_1
ACH-002016,MEL290_UVEA,NA,Female,67,eye,Y-,XX,Female_XXhet,1.09E-09,0.937348829,4.553227283,NA,NA
ACH-002017,OMM1_UVEA,NA,Male,NA,eye,Y-,X,Male_X0,9.44E-10,0.430133058,4.553227283,NA,NA
ACH-002018,OMM25_UVEA,NA,Male,NA,eye,Y+,X,Male_XY,0.651999217,0.657929054,-7.938496998,NA,NA
ACH-002019,HOKUG_CERVIX,NA,Female,53,cervix,Y-,X,Female_X0,1.14E-07,0.655941425,4.553227283,NA,NA
ACH-002021,T3M3_PLACENTA,NA,Female,NA,uterus,Y-,X,Female_X0,3.89E-07,0.719812864,4.553227283,NA,NA
ACH-002023,TGBC18TKB_LARGE_INTESTINE,NA,Female,79,colorectal,Y-,X,Female_X0,6.50E-07,0.734444386,4.553227283,NA,NA
ACH-002024,ECC4_LARGE_INTESTINE,NA,Male,45,colorectal,Y-,X,Male_X0,4.79E-06,0.748457771,4.553227283,NA,NA
ACH-002025,TT1TKB_LARGE_INTESTINE,NA,Male,NA,colorectal,Y-,X,Male_X0,2.84E-08,0.739143815,4.553227283,NA,NA
ACH-002026,HHUA_ENDOMETRIUM,NA,Female,54,uterus,Y-,XX,Female_XXhet,1.15E-09,0.924449146,4.553227283,NA,NA
ACH-002027,HOUAI_ENDOMETRIUM,NA,Female,55,uterus,Y-,XX,Female_XXhet,4.54E-06,0.930534539,4.553227283,NA,NA
ACH-002029,SAS_UPPER_AERODIGESTIVE_TRACT,NA,Female,NA,upper_aerodigestive,Y-,XX,Female_XXhet,1.89E-05,0.86607723,4.553227283,NA,NA
ACH-002041,HOTHC_THYROID,NA,Female,NA,thyroid,Y-,XX,Female_XXhet,1.55E-05,1.063108829,4.553227283,NA,NA
ACH-002042,T3M5_THYROID,NA,Female,71,thyroid,Y-,XX,Female_XXhet,0.000472295,0.858891205,4.553227283,NA,NA
ACH-002044,HSQ89_UPPER_AERODIGESTIVE_TRACT,NA,Male,74,upper_aerodigestive,NA,XX,NA,0.172112152,0.883841396,-4.442912227,NA,NA
ACH-002045,HO1U1_UPPER_AERODIGESTIVE_TRACT,NA,Male,NA,upper_aerodigestive,Y+,X,Male_XY,1.137864088,0.445688874,-10.26249284,NA,NA
ACH-002046,HTMMT_ENDOMETRIUM,NA,Female,66,uterus,Y-,X,Female_X0,5.95E-07,0.710766654,4.553227283,NA,NA
ACH-002048,RMSYM_SOFT_TISSUE,NA,Male,2,soft_tissue,Y+,X,Male_XY,0.502628121,0.639333748,-7.553539275,NA,NA
ACH-002055,TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Male,NA,lymphocyte,Y+,X,Male_XY,0.613425915,0.546467678,-8.561952702,NA,NA
ACH-002059,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,11,blood,Y-,X,Female_X0,1.62E-06,0.54874331,4.553227283,NA,NA
ACH-002061,P2URK562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,53,blood,Y-,XX,Female_XXhet,0.006078288,0.842192753,4.424417751,NA,NA
ACH-002062,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,Female,70,lymphocyte,Y-,X,Female_X0,5.90E-06,0.769851002,4.553227283,NA,NA
ACH-002066,HSSCH2_CENTRAL_NERVOUS_SYSTEM,NA,Female,54,central_nervous_system,Y-,X,Female_X0,0.063894725,0.696815315,4.553227283,NA,NA
ACH-002067,NOS1_BONE,NA,Male,16,bone,NA,X,NA,0.399289892,0.54765809,0.617028626,NA,NA
ACH-002069,HSOS1_BONE,NA,Female,11,bone,Y-,XX,Female_XXhet,0.007242915,0.813203993,4.553227283,NA,NA
ACH-002080,TN2_AUTONOMIC_GANGLIA,NA,Male,NA,peripheral_nervous_system,NA,X,NA,0.196039686,0.600801799,-4.056274557,NA,NA
ACH-002084,MMAC_SKIN,NA,Female,39,skin,Y-,XX,Female_XXhet,0.042937313,0.899633043,4.553227283,NA,NA
ACH-002399,21NT_BREAST,NA,Female,36,breast,NA,NA,NA,NA,NA,NA,NA,NA
ACH-002458,HT144_SKIN_FV1_RESISTANT,NA,Male,29,skin,NA,X,NA,0.288682998,0.435963493,-2.469884991,NA,NA
ACH-002459,HT144_SKIN_FV3_RESISTANT,NA,Male,29,skin,NA,X,NA,0.329683854,0.435143332,-2.045634142,NA,NA
ACH-002460,HT144_SKIN_FV2_RESISTANT,NA,Male,29,skin,NA,X,NA,0.199851168,0.444647395,-2.411377534,NA,NA
ACH-002461,RVH421_SKIN_FV1_RESISTANT,NA,Male,NA,skin,Y+,X,Male_XY,0.424385377,0.517064457,-6.147188034,NA,NA
ACH-002462,RPE1SS48_ENGINEERED,NA,Female,NA,engineered,Y-,NA,NA,NA,NA,4.553227283,NA,NA
ACH-002463,RPE1SS77_ENGINEERED,NA,Female,NA,engineered,Y-,NA,NA,NA,NA,4.553227283,NA,NA
ACH-002464,RPE1SS6_ENGINEERED,NA,Female,NA,engineered,Y-,NA,NA,NA,NA,4.553227283,NA,NA
ACH-002465,RPE1SS119_ENGINEERED,NA,Female,NA,engineered,Y-,XX,Female_XXhet,0.009470672,1.050283127,4.553227283,NA,NA
ACH-002467,RPE1SS51_ENGINEERED,NA,Female,NA,engineered,Y-,NA,NA,NA,NA,4.534917353,NA,NA
ACH-002508,WM3211_SKIN,NA,Female,34,skin,Y-,X,Female_X0,1.47E-05,0.785514839,4.525896583,NA,NA
ACH-002510,M040416_SKIN,NA,Male,54,skin,Y-,X,Male_X0,0.001971244,0.449915715,4.553227283,NA,NA
ACH-002511,M140325_SKIN,NA,Female,64,skin,Y-,XX,Female_XXhet,0.016126759,1.09990604,4.553227283,NA,NA
ACH-002659,JVE127_COLON,NA,Male,60,colorectal,NA,X,NA,0.097455223,0.572600455,-0.784559697,NA,NA
ACH-002687,WM3772F_EYE,NA,Female,NA,eye,Y-,X,Female_X0,0.001590606,0.65041386,4.553227283,NA,NA
ACH-002874,,NA,Female,54,skin,NA,NA,NA,NA,NA,NA,NA,NA
ACH-002875,,NA,Male,28,skin,NA,NA,NA,NA,NA,NA,NA,NA
